Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
polisher,polisher,a power tool used to buff surfaces',1,,0,0,
polo shirt,polo_shirt,a shirt with short sleeves designed for comfort and casual wear',1,,0,0,
polygraph,polygraph,"a medical instrument that records several physiological processes simultaneously (e.g., pulse rate and blood pressure and respiration and perspiration)'",1,,0,0,
pom-pom,pom-pom,decoration consisting of a ball of tufted wool or silk; usually worn on a hat';;'artillery designed to shoot upward at airplanes',2,,[0 0],0,
pomegranate,pomegranate,shrub or small tree native to southwestern Asia having large red many-seeded fruit';;'large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind',2,,[0 0],0,
pony,pony,a range horse of the western United States';;'an informal term for a racehorse';;'a literal translation used in studying a foreign language (often used illicitly)';;'a small glass adequate to hold a single swallow of whiskey';;'any of various breeds of small gentle horses usually less than five feet high at the shoulder',5,,[0],0,
poodle,poodle,an intelligent dog with a heavy curly solid-colored coat that is usually clipped; an old breed sometimes trained as sporting dogs or as performing dogs',1,,0,0,
pool table,pool_table,game equipment consisting of a heavy table on which pool is played',1,,0,0,
popcorn,popcorn,corn having small ears and kernels that burst when exposed to dry heat';;'small kernels of corn exploded by heat',2,,[0 0],0,
poppy,poppy,annual or biennial or perennial herbs having showy flowers',1,,0,0,
popsicle,popsicle,ice cream or water ice on a small wooden stick',1,,0,0,
porcupine,porcupine,relatively large rodents with sharp erectile bristles mingled with the fur',1,,0,0,
porthole,porthole,a window in a ship or airplane';;'an opening (in a wall or ship or armored vehicle) for firing through',2,,[0 0],0,
possum,possum,nocturnal arboreal marsupial having a naked prehensile tail found from southern North America to northern South America';;'small furry Australian arboreal marsupials having long usually prehensile tails',2,,[2],0,
poster,poster,a sign posted in a public place as an advertisement';;'someone who pastes up bills or placards on walls or billboards';;'a horse kept at an inn or post house for use by mail carriers or for rent to travelers',3,,[0 0],0,
potato,potato,an edible tuber native to South America; a staple food of Ireland';;'annual native to South America having underground stolons bearing edible starchy tubers; widely cultivated as a garden vegetable; vines are poisonous',2,,[1 0],0,
potholder,potholder,an insulated pad for holding hot pots',1,,0,0,
pothole,pothole,a pit or hole produced by wear or weathering (especially in a road surface)',1,,0,0,
potpie,potpie,deep-dish meat and vegetable pie or a meat stew with dumplings',1,,0,0,
powder,powder,"a solid substance in the form of tiny loose particles; a solid that has been pulverized';;'a mixture of potassium nitrate, charcoal, and sulfur in a 75:15:10 ratio which is used in gunnery, time fuses, and fireworks';;'any of various cosmetic or medical preparations dispensed in the form of a pulverized powder'",3,,[0],0,
power line,power_line,cable used to distribute electricity',1,,0,0,
praying mantis,praying_mantis,the common mantis',1,,0,0,
pretzel,pretzel,glazed and salted cracker typically in the shape of a loose knot',1,,0,0,
printer,printer,someone whose occupation is printing';;'(computer science) an output device that prints the results of data processing';;'a machine that prints',3,,[0 0],0,
prism,prism,a polyhedron with two congruent and parallel faces (the bases) and whose lateral faces are parallelograms';;'optical device having a triangular shape and made of glass or quartz; used to deviate a beam or invert an image',2,,[0],0,
projector,projector,an optical device for projecting a beam of light';;'an optical instrument that projects an enlarged image onto a screen',2,,[0 0],0,
propeller,propeller,a mechanical device that rotates to push against air or water',1,,0,0,
prune,prune,dried plum',1,,0,0,
puck,puck,a mischievous sprite of English folklore';;'a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey',2,,[0 0],0,
pudding,pudding,any of various soft thick unsweetened baked dishes';;'(British) the dessert course of a meal (`pud' is used informally)';;'any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed',3,,[0 0],2,sweet or salty
puddle,puddle,a mixture of wet clay and sand that can be used to line a pond and that is impervious to water when dry';;'a small body of standing water (rainwater) or other liquid';;'something resembling a pool of liquid',3,,[0 0],0,
puffin,puffin,any of two genera of northern seabirds having short necks and brightly colored compressed bills',1,,0,0,
pug,pug,small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle',1,,0,0,
pulley,pulley,a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope',1,,0,0,
pulpit,pulpit,a platform raised above the surrounding level to give prominence to the person on it',1,,0,0,
pump,pump,a mechanical device that moves fluid or gas by pressure or suction';;'the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body';;'a low-cut shoe without fastenings',3,,[0 0],0,
pumpkin,pumpkin,a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes';;'usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn',2,,[0 0],0,
punch,punch1,0,,,0,1,
punch,punch2,0,,,0,1,
punching bag,punching_bag,a person on whom another person vents their anger';;'an inflated ball or bag that is suspended and punched for training in boxing',2,,[0 0],0,
puppet,puppet,a small figure of a person operated from above with strings by a puppeteer';;'a person who is controlled by others and is used to perform unpleasant or dishonest tasks for someone else';;'a doll with a hollow head of a person or animal and a cloth body; intended to fit over the hand and be manipulated with the fingers',3,,[0 0],0,
puppy,puppy,a young dog';;'an inexperienced young person',2,,[0 0],0,
purse,purse,a container used for carrying money and small personal items or accessories (especially by women)';;'a sum of money spoken of as the contents of a money purse';;'a small bag for carrying money';;'a sum of money offered as a prize',4,,[0],0,
quad,quad,one of four children born at the same time from the same pregnancy';;'a muscle of the thigh that extends the leg';;'(printing) a block of type without a raised letter; used for spacing between words or sentences';;'a rectangular area surrounded on all sides by buildings',4,,[2 1],0,
quesadilla,quesadilla,a tortilla that is filled with cheese and heated',1,,0,0,
quiche,quiche,a member of the Mayan people of south central Guatemala';;'a tart filled with rich unsweetened custard; often contains other ingredients (as cheese or ham or seafood or vegetables)';;'the Mayan language spoken by the Quiche',3,,[0 0],0,
quill,quill,'pen made from a bird\'s feather\';;\'a stiff hollow protective spine on a porcupine or hedgehog\';;\'any of the larger wing or tail feathers of a bird\';;\'the hollow spine of a feather\',4,,[0 0],0,
quilt,quilt,bedding made of two layers of cloth filled with stuffing and stitched together',1,,0,0,
rabbit,rabbit,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food';;'the fur of a rabbit';;'flesh of any of various rabbits or hares (wild or domesticated) eaten as food',3,,[0 0],0,
raccoon,raccoon,the fur of the North American racoon';;'an omnivorous nocturnal mammal native to North America and Central America',2,,[0],0,
racehorse,racehorse,a horse bred for racing',1,,0,0,
rack,rack1,0,,,0,1,
rack,rack2,0,,,0,1,
racket,racket,a loud and disturbing noise';;'an illegal enterprise (such as extortion or fraud or drug peddling or prostitution) carried on for profit';;'the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience';;'a sports implement (usually consisting of a handle and an oval frame with a tightly interlaced network of strings) used to strike a ball (or shuttlecock) in various games',4,,[1],0,
radar,radar,measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects',1,,0,0,
radiator,radiator,any object that radiates energy';;'heater consisting of a series of pipes for circulating steam or hot water to heat rooms or buildings';;'a mechanism consisting of a metal honeycomb through which hot fluids circulate; heat is transferred from the fluid through the honeycomb to the airstream that is created either by the motion of the vehicle or by a fan',3,,[0 0],0,
radio,radio,medium for communication';;'an electronic receiver that detects and demodulates and amplifies transmitted signals';;'a communication system based on broadcasting electromagnetic waves',3,,[1],0,
radish,radish,pungent fleshy edible root';;'radish of Japan with a long hard durable root eaten raw or cooked';;'pungent edible root of any of various cultivated radish plants';;'Eurasian plant widely cultivated for its edible pungent root usually eaten raw';;'a cruciferous plant of the genus Raphanus having a pungent edible root',5,,[0 0],0,
raft,raft,'a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers\';;\'(often followed by `of\') a large number or amount or extent,2,,[0 0],0,
rag,rag,a small piece of cloth or paper';;'a week at British universities during which side-shows and processions of floats are organized to raise money for charities';;'music with a syncopated melody (usually for the piano)';;'newspaper with half-size pages';;'a boisterous practical joke (especially by college students)',5,,[0 0],0,
railing,railing,a barrier consisting of a horizontal bar and supports';;'material for making rails or rails collectively',2,,[0],0,
rain gauge,rain_gauge,gauge consisting of an instrument to measure the quantity of precipitation',1,,0,0,
raincoat,raincoat,a water-resistant coat',1,,0,0,
raisin,raisin,dried grape',1,,0,0,
rake,rake,a dissolute man in fashionable society';;'degree of deviation from a horizontal plane';;'a long-handled tool with a row of teeth at its head; used to move leaves or loosen soil',3,,[0 0],0,
ram,ram,the most common computer memory which can be used by programs to perform necessary tasks while the computer is on; an integrated circuit memory chip allows information to be stored or accessed in any order and all storage locations are equally accessible';;'(astrology) a person who is born while the sun is in Aries';;'the first sign of the zodiac which the sun enters at the vernal equinox; the sun is in this sign from about March 21 to April 19';;'a tool for driving or forcing something by impact';;'uncastrated adult male sheep',5,,[1 0],0,
ramp,ramp,an inclined surface connecting two levels';;'North American perennial having a slender bulb and whitish flowers';;'a movable staircase that passengers use to board or leave an aircraft',3,,[0 0],0,
raspberry,raspberry,woody brambles bearing usually red but sometimes black or yellow fruits that separate from the receptacle when ripe and are rounder and smaller than blackberries';;'red or black edible aggregate berries usually smaller than the related blackberries';;'a cry or noise made to express displeasure or contempt',3,,[0 0],0,
rat,rat,any of various long-tailed rodents similar to but larger than a mouse\';;\'someone who works (or provides workers) during a strike\';;\'a person who is deemed to be despicable or contemptible\';;\'one who reveals confidential information in return for money\';;\'a pad (usually made of hair) worn as part of a woman\'s coiffure,5,,[0 0],0,
ratchet,ratchet,mechanical device consisting of a toothed wheel or rack engaged with a pawl that permits it to move in only one direction',1,,0,0,
rattle,rattle,'a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders)\';;\'a baby\'s toy that makes percussive noises when shaken\';;\'loosely connected horny sections at the end of a rattlesnake\'s tail,3,,[0 1],0,
rattlesnake,rattlesnake,pit viper with horny segments at the end of the tail that rattle when shaken',1,,0,0,
ravioli,ravioli,small circular or square cases of dough with savory fillings',1,,0,0,
razor,razor,edge tool used in shaving',1,,0,0,
razor blade,razor_blade,,,,0,0,
ready meal,ready_meal,,,,0,0,
rearview mirror,rearview_mirror,car mirror that reflects the view out of the rear window',1,,0,0,
recliner,recliner,an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it',1,,0,0,
record,record,0,,1,0,1,abstract
record player,record_player,machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically',1,,0,0,
recorder,recorder,equipment for making records';;'someone responsible for keeping records';;'a barrister or solicitor who serves as part-time judge in towns or boroughs';;'a tubular wind instrument with 8 finger holes and a fipple mouthpiece',4,1,[1 1],1,
red carpet,red_carpet,a strip of red carpeting laid down for dignitaries to walk on',1,,0,0,
refrigerator,refrigerator,white goods in which food can be stored at low temperatures',1,,0,0,
reindeer,reindeer,"""Arctic deer with large antlers in both sexes; called `reindeer' in Eurasia and `caribou' in North America""",1,,0,0,
remote control,remote_control,a device that can be used to control a machine or apparatus from a distance',1,,0,0,
revolver,revolver,a pistol with a revolving cylinder (usually having six chambers for bullets)';;'a door consisting of four orthogonal partitions that rotate about a central pivot; a door designed to equalize the air pressure in tall buildings',2,,[0 0],0,
revolving door,revolving_door,an organization or institution with a high rate of turnover of personnel or membership';;'a door consisting of four orthogonal partitions that rotate about a central pivot; a door designed to equalize the air pressure in tall buildings',2,,[0 0],0,
rhinoceros,rhinoceros,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout',1,,0,0,
rhubarb,rhubarb,long pinkish sour leafstalks usually eaten cooked and sweetened';;'plants having long green or reddish acidic leafstalks growing in basal clumps; stems (and only the stems) are edible when cooked; leaves are poisonous',2,,[0],0,
ribbon,ribbon,any long object resembling a thin line';;'an award for winning a championship or commemorating some other event';;'a long strip of inked material for making characters on paper with a typewriter';;'notion consisting of a narrow strip of fine material used for trimming',4,,[0 0],0,
rice,rice,grains used as food either unpolished or more often polished';;'annual or perennial rhizomatous marsh grasses; seed used for food; straw used for paper';;'English lyricist who frequently worked with Andrew Lloyd Webber (born in 1944)';;'United States playwright (1892-1967)',4,,[0 0 0],0,
rickshaw,rickshaw,a small two-wheeled cart for one passenger; pulled by one person',1,,0,0,
rifle,rifle,a shoulder firearm with a long barrel and a rifled bore',1,,0,0,
rim,rim,the shape of a raised edge of a more or less circular object';;'(basketball) the hoop from which the net is suspended';;'the outer part of a wheel to which the tire is attached';;'a projection used for strength or for attaching to another object';;'the top edge of a vessel or other container',5,,[0],0,
riser,riser,a person who rises (especially from bed)';;'a vertical pipe in a building';;'structural member consisting of the vertical part of a stair or step',3,,[0],0,
road sign,road_sign,,,,0,0,
roadsweeper,roadsweeper,,,,0,0,
robe,robe,any loose flowing garment';;'outerwear consisting of a long flowing garment used for official or ceremonial occasions',2,,[0 0],0,
robot,robot,a mechanism that can move automatically',1,,0,0,
rock,rock,a lump or mass of hard consolidated mineral matter';;'material consisting of the aggregate of minerals like those making up the Earth's crust';;'United States gynecologist and devout Catholic who conducted the first clinical trials of the oral contraceptive pill (1890-1984)';;'(figurative) someone who is strong and stable and dependable; ; --Gospel According to Matthew';;'hard bright-colored stick candy (typically flavored with peppermint)';;'a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western';;'pitching dangerously to one side',7,,[0 0],0,
rocket,rocket,"any vehicle self-propelled by a rocket engine';;'a jet engine containing its own propellant and driven by reaction propulsion';;'erect European annual often grown as a salad crop to be harvested when young and tender';;'propels bright light high in the sky, or used to propel a lifesaving line or harpoon';;'sends a firework display high into the sky'",5,,[0 0],0,
rocking chair,rocking_chair,a chair mounted on rockers',1,,0,0,
rocking horse,rocking_horse,"""a child's plaything consisting of an imitation horse mounted on rockers; the child straddles it and pretends to ride""",1,,0,0,
roll,roll,0,,1,0,1,
roller coaster,roller_coaster,anything characterized by abrupt and extreme changes (especially up and down)';;'elevated railway in an amusement park (usually with sharp curves and steep inclines)',2,,[0 0],0,
rollerblade,rollerblade,(trademark) an in-line skate',1,,0,0,
rollerskate,rollerskate,,,,0,0,
rolling pin,rolling_pin,utensil consisting of a cylinder (usually of wood) with a handle at each end; used to roll out dough',1,,0,0,
roof rack,roof_rack,carrier for holding luggage above the seats of a train or on top of a car',1,,0,0,
rooster,rooster,adult male chicken',1,,0,0,
root,root,"(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground';; 'the place where something begins, where it springs into being';; '(linguistics) the form of a word after all affixes are removed';; 'a number that, when multiplied by itself some number of times, equals a given number';; 'the set of values that give a true statement when substituted into an equation';; 'someone from whom you are descended (but usually more remote than a grandparent)';; 'a simple form inferred as the common basis from which related words in several languages can be derived by linguistic processes';; 'the part of a tooth that is embedded in the jaw and serves as support'",8,,0,0,typical
rope,rope,a strong line';;'street names for flunitrazepan',2,,[0 0],0,
rosary,rosary,a string of beads used in counting prayers (especially by Catholics)',1,,0,0,
rose,rose,any of many shrubs of the genus Rosa that bear roses';;'pinkish table wine from red grapes whose skins were removed after fermentation began';;'a dusty pink color',3,,[0],0,
roulette wheel,roulette_wheel,game equipment consisting of a wheel with slots that is used for gambling; the wheel rotates horizontally and players bet on which slot the roulette ball will stop in',1,,0,0,
router,router,a worker who routes shipments for distribution and delivery';;'(computer science) a device that forwards data packets between computer networks';;'a power tool with a shaped cutter; used in carpentry for cutting grooves',3,,[0],0,
rubber band,rubber_band,a narrow band of elastic rubber used to hold things (such as papers) together',1,,0,0,
ruby,ruby,a transparent piece of ruby that has been cut and polished and is valued as a precious gem';;'a transparent deep red variety of corundum; used as a gemstone and in lasers';;'a deep and vivid red color',3,,[0 0],0,
rudder,rudder,a hinged vertical airfoil mounted at the tail of an aircraft and used to make horizontal course changes';;'(nautical) steering mechanism consisting of a hinged vertical plate mounted at the stern of a vessel',2,,[0],0,
rug,rug,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)',1,,0,0,
ruler,ruler,a person who rules or commands';;'measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths',2,,[1 0],0,
rust,rust,a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture';;'a plant disease that produces a reddish-brown discoloration of leaves and stems; caused by various rust fungi';;'the formation of reddish-brown ferric oxides on iron by low-temperature oxidation in the presence of water';;'any of various fungi causing rust disease in plants',4,,[0],0,
saddle,saddle,a seat for the rider of a horse or camel';;'a pass or ridge that slopes gently between two peaks (is shaped like a saddle)';;'cut of meat (especially mutton or lamb) consisting of part of the backbone and both loins';;'a piece of leather across the instep of a shoe';;'a seat for the rider of a bicycle';;'posterior part of the back of a domestic fowl',6,,[0 1],0,
safety pin,safety_pin,a pin in the form of a clasp; has a guard so the point of the pin will not stick the user',1,,0,0,
saffron,saffron,Old World crocus having purple or white flowers with aromatic pungent orange stigmas used in flavoring food';;'dried pungent stigmas of the Old World saffron crocus';;'a shade of yellow tinged with orange',3,,[0],0,
sail,sail,a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel';;'an ocean trip taken for pleasure';;'any structure that resembles a sail',3,,[0 0],0,
sailboat,sailboat,a small sailing vessel; usually with a single mast',1,,0,0,
salad,salad,food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens',1,,0,0,
salami,salami,highly seasoned fatty sausage of pork and beef usually dried',1,,0,0,
saltshaker,saltshaker,a shaker with a perforated top for sprinkling salt',1,,0,0,
sand,sand,a loose material consisting of grains of rock or coral';;'French writer known for works concerning women's rights and independence (1804-1876)';;'fortitude and determination',3,,[0 0],0,
sandal,sandal,a shoe consisting of a sole fastened by straps to the foot',1,,0,0,
sandbag,sandbag,a bag filled with sand; used as a weapon or to build walls or as ballast',1,,0,0,
sandbox,sandbox,mold consisting of a box with sand shaped to mold metal';;'a plaything consisting of a pile of sand or a box filled with sand for children to play in',2,,[0 0],0,
sandcastle,sandcastle,,,,0,0,
sandpaper,sandpaper,stiff paper coated with powdered emery or sand',1,,0,0,
sandwich,sandwich,two (or more) slices of bread with a filling between them',1,,0,0,
sarcophagus,sarcophagus,a stone coffin (usually bearing sculpture or inscriptions)',1,,0,0,
sardine,sardine,small fatty fish usually canned';;'any of various small edible herring or related food fishes frequently canned';;'a deep orange-red variety of chalcedony';;'small fishes found in great schools along coasts of Europe; smaller and rounder than herring',4,,[0 0],0,
satellite,satellite,man-made equipment that orbits around the earth or the moon';;'a person who follows or serves another';;'any celestial body orbiting around a planet or star',3,,[0],0,
satellite dish,satellite_dish,,,,0,0,
sauce,sauce,flavorful relish or dressing or topping served as an accompaniment to food',1,,0,0,
saucer,saucer,something with a round shape resembling a flat circular plate';;'a small shallow dish for holding a cup at the table';;'directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation';;'a disk used in throwing competitions',4,,[0 0 0],0,
sauerkraut,sauerkraut,shredded cabbage fermented in brine',1,,0,0,
sausage,sausage,highly seasoned minced meat stuffed in casings';;'a small nonrigid airship used for observation or as a barrage balloon',2,,[0 0],0,
saw,saw,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people';;'hand tool having a toothed blade for cutting';;'a power tool for cutting wood',3,,[0 0],0,
sawhorse,sawhorse,a framework for holding wood that is being sawed',1,,0,0,
saxophone,saxophone,a single-reed woodwind with a conical bore',1,,0,0,
scaffold,scaffold,a platform from which criminals are executed (hanged or beheaded)';;'a temporary arrangement erected around a building for convenience of workers',2,,[0],0,
scaffolding,scaffolding,a system of scaffolds',1,,0,0,
scale,scale,0,,1,0,2,
scallion,scallion,plant having a large slender white bulb and flat overlapping dark green leaves; used in cooking; believed derived from the wild Allium ampeloprasum';;'a young onion before the bulb has enlarged; eaten in salads',2,,[0 0 0],0,
scallop,scallop,one of a series of rounded projections (or the notches between them) formed by curves along an edge (as the edge of a leaf or piece of cloth or the margin of a shell or a shriveled red blood cell observed in a hypertonic solution etc.)';;'edible muscle of mollusks having fan-shaped shells; served broiled or poached or in salads or cream sauces';;'thin slice of meat (especially veal) usually fried or broiled';;'edible marine bivalve having a fluted fan-shaped shell that swim by expelling water from the shell in a series of snapping motions',4,,[0],0,
scalpel,scalpel,a thin straight surgical knife used in dissection and surgery',1,,0,0,
scanner,scanner,someone who scans verse to determine the number and prosodic value of the syllables';;'an electronic device that generates a digital representation of an image for data input to a computer';;'a radar dish that rotates or oscillates in order to scan a broad area';;'a radio receiver that moves automatically across some selected range of frequencies looking for some signal or condition',4,,[0 0],0,
scarecrow,scarecrow,an effigy in the shape of a man to frighten birds away from seeds',1,,0,0,
scarf,scarf,a garment worn around the head or neck or shoulders for warmth or decoration';;'a joint made by notching the ends of two pieces of timber or metal so that they will lock together end-to-end',2,,[0 0],0,
school bus,school_bus,a bus used to transport children to or from school',1,,0,0,
scissors,scissors,an edge tool having two crossed pivoting blades';;'a wrestling hold in which you wrap your legs around the opponents body or head and put your feet together and squeeze';;'a gymnastic exercise performed on the pommel horse when the gymnast moves his legs as the blades of scissors move',3,,[0 0],0,
scone,scone,small biscuit (rich with cream and eggs) cut into diamonds or sticks and baked in an oven or (especially originally) on a griddle',1,,0,0,
scoop,scoop,the quantity a scoop will hold';;'a hollow concave shape made by removing something';;'a news report that is reported first by one news organization';;'street names for gamma hydroxybutyrate';;'the shovel or bucket of a dredge or backhoe';;'a large ladle',6,,[0 0],0,
scoreboard,scoreboard,a large board for displaying the score of a contest (and some other information)',1,,0,0,
scorpion,scorpion,(astrology) a person who is born while the sun is in Scorpio';;'the eighth sign of the zodiac; the sun is in this sign from about October 23 to November 21';;'arachnid of warm dry regions having a long segmented tail ending in a venomous stinger',3,,[0 0],0,
scrabble,scrabble,an aimless drawing';;'a board game in which words are formed from letters in patterns similar to a crossword puzzle; each letter has a value and those values are used to score the game',2,,[0 1],0,
scrambled egg,scrambled_egg,,,,0,0,
scraper,scraper,any of various hand tools for scraping',1,,0,0,
screen,screen1,0,,,0,1,
screen,screen2,0,,,0,1,
screw,screw,someone who guards prisoners';;'a simple machine of the inclined-plane type consisting of a spirally threaded cylindrical rod that engages with a similarly threaded hole';;'a propeller with several angled blades that rotates to push against water or air';;'a fastener with a tapered threaded shank and a slotted head';;'slang for sexual intercourse',5,,[0 0],0,
screwdriver,screwdriver,a hand tool for driving screws; has a tip that fits into the head of a screw';;'a cocktail made with vodka and orange juice',2,,[0 0],0,
scuba,scuba,a device (trade name Aqua-Lung) that lets divers breathe under water; scuba is an acronym for self-contained underwater breathing apparatus',1,,0,0,
sea urchin,sea_urchin,shallow-water echinoderms having soft bodies enclosed in thin spiny globular shells',1,,0,0,
seafood,seafood,edible fish (broadly including freshwater fish) or shellfish or roe etc',1,,0,0,
seagull,seagull,mostly white aquatic bird having long pointed wings and short legs',1,,0,0,
seahorse,seahorse,either of two large northern marine mammals having ivory tusks and tough hide over thick blubber';;'small fish with horse-like heads bent sharply downward and curled tails; swim in upright position',2,,[0 0 0],0,
seal,seal,0,,1,0,1,ambiguous
seaplane,seaplane,an airplane that can land on or take off from water',1,,0,0,
seatbelt,seatbelt,a safety belt used in a car or plane to hold you in your seat in case of an accident',1,,0,0,
seaweed,seaweed,"plant growing in the sea, especially marine algae'",1,,0,0,
seed,seed,a small hard fruit';;'a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa';;'one of the outstanding players in a tournament';;'anything that provides inspiration for later work';;'the thick white fluid containing spermatozoa that is ejaculated by the male genital tract',5,,[0],0,
seesaw,seesaw,a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end',1,,0,0,
seismograph,seismograph,a measuring instrument for detecting and measuring the intensity and direction and duration of movements of the ground (as an earthquake)',1,,0,0,
sequin,sequin,adornment consisting of a small piece of shiny material used to decorate clothing',1,,0,0,
sewage,sewage,waste matter carried away in sewers or drains',1,,0,0,
sewing kit,sewing_kit,a kit of articles used in sewing',1,,0,0,
sewing machine,sewing_machine,a textile machine used as a home appliance for sewing',1,,0,0,
shaker,shaker,a person who wields power and influence';;'a member of Christian group practicing celibacy and communal living and common possession of property and separation from the world';;'a container in which something can be shaken',3,,[0 0],0,
shark,shark,any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales';;'a person who is ruthless and greedy and dishonest';;'a person who is unusually skilled in certain ways',3,,[0],0,
shaving cream,shaving_cream,toiletry consisting of a preparation of soap and fatty acids that forms a rich lather for softening the beard before shaving',1,,0,0,
shawl,shawl,cloak consisting of an oblong piece of cloth used to cover the head and shoulders',1,,0,0,
shears,shears,large scissors with strong blades';;'(physics) a deformation of an object in which parallel planes remain parallel but are shifted in a direction parallel to themselves';;'a large edge tool that cuts sheet metal by passing a blade through it',3,,[0 0 0],0,
sheath,sheath,a protective covering (as for a knife or sword)';;'an enveloping structure or covering enclosing an animal or plant organ or part';;'a dress suitable for formal occasions',3,,[0 0],0,
sheep,sheep,woolly usually horned ruminant mammal related to the goat';;'a timid defenseless simpleton who is readily preyed upon';;'a docile and vulnerable person who would rather follow than make an independent decision',3,,[0 0],0,
shelf,shelf,a support that consists of a horizontal surface for holding objects';;'a projecting ridge on a mountain or submerged under water',2,,[0 0],0,
shell,shell1,0,,1,0,1,ambiguous
shell,shell2,0,,1,0,1,ambiguous
shell,shell3,0,,1,0,1,ambiguous
shield,shield,a protective covering or structure';;'armor carried on the arm to intercept blows';;'hard outer covering or case of certain organisms such as arthropods and turtles',3,,[0 0],0,
ship,ship,a vessel that carries passengers or freight',1,,0,0,
shirt,shirt,a garment worn on the upper half of the body',1,,0,0,
shoe,shoe,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material\';;\'(card games) a case from which playing cards are dealt one at a time\';;\'U-shaped plate nailed to underside of horse\'s hoof\';;\'a restraint provided when the brake linings are moved hydraulically against the brake drum to retard the wheel\'s rotation,4,,[0 0],0,
shoe polish,shoe_polish,a substance used to produce a shiny protective surface on footwear',1,,0,0,
shoehorn,shoehorn,a device used for easing the foot into a shoe',1,,0,0,
shoelace,shoelace,a lace used for fastening shoes',1,,0,0,
shopping basket,shopping_basket,a handbasket used to carry goods while shopping',1,,0,0,
shopping cart,shopping_cart,a handcart that holds groceries or other goods while shopping',1,,0,0,
shortbread,shortbread,very rich thick butter cookie',1,,0,0,
shorts,shorts,trousers that end at or above the knee';;'underpants worn by men';;'the location on a baseball field where the shortstop is stationed';;'accidental contact between two points in an electric circuit that have a potential difference';;'the fielding position of the player on a baseball team who is stationed between second and third base',5,,[0 0],0,
shoulder,shoulder,the part of the body between the neck and the upper arm';;'a cut of meat including the upper joint of the foreleg';;'a ball-and-socket joint between the head of the humerus and a cavity of the scapula';;'the part of a garment that covers or fits over the shoulder';;'a narrow edge of land (usually unpaved) along the side of a road',5,,[0 0],0,
shovel,shovel,a hand tool for lifting loose material; consists of a curved container or scoop and a handle';;'the quantity a shovel can hold';;'a fire iron consisting of a small shovel used to scoop coals or ashes in a fireplace';;'a machine for excavating',4,,[0],0,
shower cap,shower_cap,a tight cap worn to keep hair dry while showering',1,,0,0,
shower curtain,shower_curtain,a curtain that keeps water from splashing out of the shower area',1,,0,0,
showerhead,showerhead,a perforated nozzle that showers water on a bather',1,,0,0,
shredder,shredder,a device that shreds documents (usually in order to prevent the wrong people from reading them)',1,,0,0,
shrimp,shrimp,disparaging terms for small people';;'any of various edible decapod crustaceans';;'small slender-bodied chiefly marine decapod crustaceans with a long tail and single pair of pincers; many species are edible',3,,[0 0],0,
shuffleboard,shuffleboard,a game in which players use long sticks to shove wooden disks onto the scoring area marked on a smooth surface',1,,0,0,
sickle,sickle,an edge tool for cutting grass or crops; has a curved blade and a short handle',1,,0,0,
sidecar,sidecar,a cocktail made of orange liqueur with lemon juice and brandy';;'conveyance consisting of a small carrier attached to the side of a motorcycle',2,,[0 0],0,
sifter,sifter,a household sieve (as for flour)',1,,0,0,
